model,query_variant_strategy,video_id,event,gt_time,subjectivity,top1_query_variant,top1_time,top1_score,top1_iou,best_iou_at_k
CG-DETR,screen_text,6,The truck continues to move down the road,03:44 - 04:26,1,The truck continues to move down the road,03:38 - 04:53,0.999,0.5614297744923742,0.5614297744923742
CG-DETR,screen_text,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,The truck is tilted to the side,01:00 - 01:47,0.9991,0.042594426519289956,0.042594426519289956
CG-DETR,screen_text,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,The truck is white with a blue stripe and has a large crane attached to its back,03:47 - 04:24,0.9995,0.8961547619047617,0.8961547619047617
CG-DETR,screen_text,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,a view of a wooden patio area,00:00 - 00:17,0.9996,0.5974322362486035,0.5974322362486035
CG-DETR,short_action,6,The RV is secured with a yellow rope tied to a tree,00:43 - 00:52,1,The RV is secured with a yellow rope tied to a tree,03:46 - 04:25,0.9996,0.0,0.0
CG-DETR,short_action,6,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:31 - 00:42,1,The camera follows the truck as it moves,03:41 - 04:51,0.9993,0.0,0.05386419351195497
CG-DETR,short_action,6,The second truck reversing close to the stuck truck,02:32 - 02:48,1,The second truck reversing close to the stuck truck,00:40 - 01:46,0.999,0.0,0.4617015755629625
CG-DETR,short_action,6,The truck continues to move down the road,03:44 - 04:26,1,The truck continues to move down the road,03:38 - 04:53,0.999,0.5614297744923742,0.5614297744923742
CG-DETR,short_action,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,The truck is tilted to the side,01:00 - 01:47,0.9991,0.042594426519289956,0.042594426519289956
CG-DETR,short_action,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,The truck is white with a blue stripe and has a large crane attached to its back,03:47 - 04:24,0.9995,0.8961547619047617,0.8961547619047617
CG-DETR,short_action,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,a view of a wooden patio area,00:00 - 00:17,0.9996,0.5974322362486035,0.5974322362486035
CG-DETR,the_video_shows,6,The RV is secured with a yellow rope tied to a tree,00:43 - 00:52,1,The video shows the RV is secured with a yellow rope tied to a tree,03:46 - 04:28,0.9994,0.0,0.1224168461577996
CG-DETR,the_video_shows,6,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:31 - 00:42,1,"The video shows the camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:21 - 01:48,0.9983,0.12582011840816962,0.12582011840816962
CG-DETR,the_video_shows,6,The second truck reversing close to the stuck truck,02:32 - 02:48,1,The video shows the second truck reversing close to the stuck truck,00:36 - 01:46,0.9991,0.0,0.24129490912984533
CG-DETR,the_video_shows,6,The truck continues to move down the road,03:44 - 04:26,1,The video shows the truck continues to move down the road,03:37 - 05:04,0.9994,0.4875178031054884,0.4875178031054884
CG-DETR,the_video_shows,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,"The video shows the truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",00:42 - 01:46,0.9988,0.031020208114576238,0.031020208114576238
CG-DETR,the_video_shows,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,The video shows the truck is white with a blue stripe and has a large crane attached to its back,03:47 - 04:27,0.9988,0.9037179347536398,0.9037179347536398
CG-DETR,the_video_shows,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,"The video shows a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:17,0.9996,0.5984941886214284,0.5984941886214284
Moment-DETR,cleaned,6,The RV is secured with a yellow rope tied to a tree,00:43 - 00:52,1,The RV is secured with a yellow rope tied to a tree,03:18 - 03:35,0.9808,0.0,0.08120923076923073
Moment-DETR,cleaned,6,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:31 - 00:42,1,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",01:50 - 03:35,0.9866,0.0,0.16116924028488178
Moment-DETR,cleaned,6,The second truck reversing close to the stuck truck,02:32 - 02:48,1,The second truck reversing close to the stuck truck,01:48 - 03:36,0.9996,0.1481725691826986,0.1481725691826986
Moment-DETR,cleaned,6,The truck continues to move down the road,03:44 - 04:26,1,The truck continues to move down the road,01:48 - 03:36,0.9997,0.0,0.6075781383432969
Moment-DETR,cleaned,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:11 - 01:45,0.9617,0.05817048022639952,0.05817048022639952
Moment-DETR,cleaned,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,The truck is white with a blue stripe and has a large crane attached to its back,03:51 - 04:53,0.9954,0.510741540864511,0.510741540864511
Moment-DETR,cleaned,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,"a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:21,0.9975,0.46682028767555245,0.46682028767555245
Moment-DETR,find_moment,6,The RV is secured with a yellow rope tied to a tree,00:43 - 00:52,1,Find the moment showing the RV is secured with a yellow rope tied to a tree,03:14 - 03:35,0.9743,0.0,0.0
Moment-DETR,find_moment,6,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:31 - 00:42,1,"Find the moment showing the camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",03:55 - 04:41,0.8885,0.0,0.0
Moment-DETR,find_moment,6,The second truck reversing close to the stuck truck,02:32 - 02:48,1,Find the moment showing the second truck reversing close to the stuck truck,01:48 - 03:36,0.9967,0.1482556334824229,0.1482556334824229
Moment-DETR,find_moment,6,The truck continues to move down the road,03:44 - 04:26,1,Find the moment showing the truck continues to move down the road,01:48 - 03:35,0.9941,0.0,0.6094070035172976
Moment-DETR,find_moment,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,"Find the moment showing the truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",03:52 - 04:26,0.9644,0.0,0.050532230720059024
Moment-DETR,find_moment,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,Find the moment showing the truck is white with a blue stripe and has a large crane attached to its back,03:50 - 04:51,0.9888,0.534499733662116,0.534499733662116
Moment-DETR,find_moment,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,"Find the moment showing a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:01 - 00:23,0.9977,0.40088142837507706,0.40088142837507706
Moment-DETR,raw_vlm,6,The RV is secured with a yellow rope tied to a tree,00:43 - 00:52,1,The RV is secured with a yellow rope tied to a tree,03:18 - 03:35,0.9808,0.0,0.08120923076923073
Moment-DETR,raw_vlm,6,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:31 - 00:42,1,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",01:50 - 03:35,0.9866,0.0,0.16116924028488178
Moment-DETR,raw_vlm,6,The second truck reversing close to the stuck truck,02:32 - 02:48,1,The second truck reversing close to the stuck truck,01:48 - 03:36,0.9996,0.1481725691826986,0.1481725691826986
Moment-DETR,raw_vlm,6,The truck continues to move down the road,03:44 - 04:26,1,The truck continues to move down the road,01:48 - 03:36,0.9997,0.0,0.6075781383432969
Moment-DETR,raw_vlm,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:11 - 01:45,0.9617,0.05817048022639952,0.05817048022639952
Moment-DETR,raw_vlm,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,The truck is white with a blue stripe and has a large crane attached to its back,03:51 - 04:53,0.9954,0.510741540864511,0.510741540864511
Moment-DETR,raw_vlm,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:22,0.9923,0.438166966359143,0.438166966359143
Moment-DETR,screen_text,6,The RV is secured with a yellow rope tied to a tree,00:43 - 00:52,1,The RV is secured with a yellow rope tied to a tree,03:18 - 03:35,0.9808,0.0,0.08120923076923073
Moment-DETR,screen_text,6,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:31 - 00:42,1,The camera follows the truck as it moves,01:48 - 03:36,0.9965,0.0,0.10207973540932583
Moment-DETR,screen_text,6,The second truck reversing close to the stuck truck,02:32 - 02:48,1,The second truck reversing close to the stuck truck,01:48 - 03:36,0.9996,0.1481725691826986,0.1481725691826986
Moment-DETR,screen_text,6,The truck continues to move down the road,03:44 - 04:26,1,The truck continues to move down the road,01:48 - 03:36,0.9997,0.0,0.6075781383432969
Moment-DETR,screen_text,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,The truck is tilted to the side,01:06 - 01:24,0.9303,0.0,0.07164170550244121
Moment-DETR,screen_text,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,The truck is white with a blue stripe and has a large crane attached to its back,03:51 - 04:53,0.9954,0.510741540864511,0.510741540864511
Moment-DETR,screen_text,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,a view of a wooden patio area,03:36 - 04:12,0.9902,0.0,0.563729635266926
Moment-DETR,short_action,6,The RV is secured with a yellow rope tied to a tree,00:43 - 00:52,1,The RV is secured with a yellow rope tied to a tree,03:18 - 03:35,0.9808,0.0,0.08120923076923073
Moment-DETR,short_action,6,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:31 - 00:42,1,The camera follows the truck as it moves,01:48 - 03:36,0.9965,0.0,0.10207973540932583
Moment-DETR,short_action,6,The second truck reversing close to the stuck truck,02:32 - 02:48,1,The second truck reversing close to the stuck truck,01:48 - 03:36,0.9996,0.1481725691826986,0.1481725691826986
Moment-DETR,short_action,6,The truck continues to move down the road,03:44 - 04:26,1,The truck continues to move down the road,01:48 - 03:36,0.9997,0.0,0.6075781383432969
Moment-DETR,short_action,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,The truck is tilted to the side,01:06 - 01:24,0.9303,0.0,0.07164170550244121
Moment-DETR,short_action,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,The truck is white with a blue stripe and has a large crane attached to its back,03:51 - 04:53,0.9954,0.510741540864511,0.510741540864511
Moment-DETR,short_action,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,a view of a wooden patio area,03:36 - 04:12,0.9902,0.0,0.563729635266926
Moment-DETR,the_video_shows,6,The RV is secured with a yellow rope tied to a tree,00:43 - 00:52,1,The video shows the RV is secured with a yellow rope tied to a tree,03:37 - 04:50,0.9646,0.0,0.08669998258696118
Moment-DETR,the_video_shows,6,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:31 - 00:42,1,"The video shows the camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",02:21 - 03:22,0.779,0.0,0.05996480076612251
Moment-DETR,the_video_shows,6,The second truck reversing close to the stuck truck,02:32 - 02:48,1,The video shows the second truck reversing close to the stuck truck,01:48 - 03:36,0.9998,0.14819754733059168,0.14819754733059168
Moment-DETR,the_video_shows,6,The truck continues to move down the road,03:44 - 04:26,1,The video shows the truck continues to move down the road,01:48 - 03:36,0.9998,0.0,0.5497643984084889
Moment-DETR,the_video_shows,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,"The video shows the truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:05 - 01:47,0.973,0.047227732124303395,0.047227732124303395
Moment-DETR,the_video_shows,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,The video shows the truck is white with a blue stripe and has a large crane attached to its back,03:49 - 04:54,0.9972,0.5261046296032179,0.5261046296032179
Moment-DETR,the_video_shows,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,"The video shows a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:01 - 00:23,0.9959,0.4186808486243589,0.4186808486243589
QD-DETR,cleaned,6,The RV is secured with a yellow rope tied to a tree,00:43 - 00:52,1,The RV is secured with a yellow rope tied to a tree,00:00 - 00:14,0.9999,0.0,0.0
QD-DETR,cleaned,6,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:31 - 00:42,1,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",03:17 - 03:30,0.9968,0.0,0.0
QD-DETR,cleaned,6,The second truck reversing close to the stuck truck,02:32 - 02:48,1,The second truck reversing close to the stuck truck,03:19 - 03:31,0.997,0.0,0.0
QD-DETR,cleaned,6,The truck continues to move down the road,03:44 - 04:26,1,The truck continues to move down the road,03:21 - 03:29,0.9587,0.0,0.0
QD-DETR,cleaned,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",03:21 - 03:32,0.9977,0.0,0.0
QD-DETR,cleaned,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,The truck is white with a blue stripe and has a large crane attached to its back,03:21 - 03:33,0.9986,0.0,0.0
QD-DETR,cleaned,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,"a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:16,0.9997,0.6218688493861102,0.6218688493861102
QD-DETR,find_moment,6,The RV is secured with a yellow rope tied to a tree,00:43 - 00:52,1,Find the moment showing the RV is secured with a yellow rope tied to a tree,00:00 - 00:15,0.9999,0.0,0.0
QD-DETR,find_moment,6,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:31 - 00:42,1,"Find the moment showing the camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",03:16 - 03:29,0.9977,0.0,0.0
QD-DETR,find_moment,6,The second truck reversing close to the stuck truck,02:32 - 02:48,1,Find the moment showing the second truck reversing close to the stuck truck,03:17 - 03:29,0.9983,0.0,0.0
QD-DETR,find_moment,6,The truck continues to move down the road,03:44 - 04:26,1,Find the moment showing the truck continues to move down the road,03:18 - 03:29,0.9976,0.0,0.0
QD-DETR,find_moment,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,"Find the moment showing the truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",03:18 - 03:31,0.9992,0.0,0.0
QD-DETR,find_moment,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,Find the moment showing the truck is white with a blue stripe and has a large crane attached to its back,03:20 - 03:31,0.999,0.0,0.0
QD-DETR,find_moment,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,"Find the moment showing a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:15,0.9996,0.6485168419823862,0.6485168419823862
QD-DETR,raw_vlm,6,The RV is secured with a yellow rope tied to a tree,00:43 - 00:52,1,The RV is secured with a yellow rope tied to a tree,00:00 - 00:14,0.9999,0.0,0.0
QD-DETR,raw_vlm,6,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:31 - 00:42,1,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",03:17 - 03:30,0.9968,0.0,0.0
QD-DETR,raw_vlm,6,The second truck reversing close to the stuck truck,02:32 - 02:48,1,The second truck reversing close to the stuck truck,03:19 - 03:31,0.997,0.0,0.0
QD-DETR,raw_vlm,6,The truck continues to move down the road,03:44 - 04:26,1,The truck continues to move down the road,03:21 - 03:29,0.9587,0.0,0.0
QD-DETR,raw_vlm,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",03:21 - 03:32,0.9977,0.0,0.0
QD-DETR,raw_vlm,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,The truck is white with a blue stripe and has a large crane attached to its back,03:21 - 03:33,0.9986,0.0,0.0
QD-DETR,raw_vlm,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:16,0.9998,0.6035124283568822,0.6035124283568822
QD-DETR,screen_text,6,The RV is secured with a yellow rope tied to a tree,00:43 - 00:52,1,The RV is secured with a yellow rope tied to a tree,00:00 - 00:14,0.9999,0.0,0.0
QD-DETR,screen_text,6,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:31 - 00:42,1,The camera follows the truck as it moves,03:18 - 03:29,0.9683,0.0,0.0
QD-DETR,screen_text,6,The second truck reversing close to the stuck truck,02:32 - 02:48,1,The second truck reversing close to the stuck truck,03:19 - 03:31,0.997,0.0,0.0
QD-DETR,screen_text,6,The truck continues to move down the road,03:44 - 04:26,1,The truck continues to move down the road,03:21 - 03:29,0.9587,0.0,0.0
QD-DETR,screen_text,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,The truck is tilted to the side,03:22 - 03:32,0.9975,0.0,0.0
QD-DETR,screen_text,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,The truck is white with a blue stripe and has a large crane attached to its back,03:21 - 03:33,0.9986,0.0,0.0
QD-DETR,screen_text,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,a view of a wooden patio area,00:00 - 00:16,0.9998,0.5986690820814043,0.5986690820814043
QD-DETR,short_action,6,The RV is secured with a yellow rope tied to a tree,00:43 - 00:52,1,The RV is secured with a yellow rope tied to a tree,00:00 - 00:14,0.9999,0.0,0.0
QD-DETR,short_action,6,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:31 - 00:42,1,The camera follows the truck as it moves,03:18 - 03:29,0.9683,0.0,0.0
QD-DETR,short_action,6,The second truck reversing close to the stuck truck,02:32 - 02:48,1,The second truck reversing close to the stuck truck,03:19 - 03:31,0.997,0.0,0.0
QD-DETR,short_action,6,The truck continues to move down the road,03:44 - 04:26,1,The truck continues to move down the road,03:21 - 03:29,0.9587,0.0,0.0
QD-DETR,short_action,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,The truck is tilted to the side,03:22 - 03:32,0.9975,0.0,0.0
QD-DETR,short_action,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,The truck is white with a blue stripe and has a large crane attached to its back,03:21 - 03:33,0.9986,0.0,0.0
QD-DETR,short_action,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,a view of a wooden patio area,00:00 - 00:16,0.9998,0.5986690820814043,0.5986690820814043
QD-DETR,the_video_shows,6,The RV is secured with a yellow rope tied to a tree,00:43 - 00:52,1,The video shows the RV is secured with a yellow rope tied to a tree,00:00 - 00:14,0.9999,0.0,0.0
QD-DETR,the_video_shows,6,"The camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",00:31 - 00:42,1,"The video shows the camera follows the truck as it moves, capturing the surrounding environment and the movement of the truck",03:15 - 03:28,0.9949,0.0,0.0
QD-DETR,the_video_shows,6,The second truck reversing close to the stuck truck,02:32 - 02:48,1,The video shows the second truck reversing close to the stuck truck,03:18 - 03:30,0.9956,0.0,0.0
QD-DETR,the_video_shows,6,The truck continues to move down the road,03:44 - 04:26,1,The video shows the truck continues to move down the road,03:17 - 03:28,0.9804,0.0,0.0
QD-DETR,the_video_shows,6,"The truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",01:26 - 01:28,1,"The video shows the truck is tilted to the side, and the camera angle is low, giving a perspective from the ground looking up at the truck",03:19 - 03:31,0.9977,0.0,0.0
QD-DETR,the_video_shows,6,The truck is white with a blue stripe and has a large crane attached to its back,03:44 - 04:26,1,The video shows the truck is white with a blue stripe and has a large crane attached to its back,03:21 - 03:31,0.9982,0.0,0.0
QD-DETR,the_video_shows,6,"The video begins with a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:10,1,"The video shows a view of a wooden patio area, featuring a table and chairs, set against a backdrop of a hillside covered in grass and trees",00:00 - 00:17,0.9998,0.5689473837124844,0.5689473837124844
